datetime,sender_original,message_original,date,month,weekday,hour,sender,is_system_or_media,message_for_sentiment,message_clean_nlp,sentence_original,sentence_for_sentiment,sentence_clean_nlp,tokens,tokens_no_stopwords,stems,lemmas,preprocessed_text,sentiment_score,sentiment_label
2025-11-25 10:02:20,Martin Bratoi,"Just a call-out to my team in Data Engineering:
Please reach out to me, so we can setup the WhatsApp Groupchat today. Thanks 😁",2025-11-25,2025-11,Tuesday,10,Sender_038,False,"Just a call-out to my team in Data Engineering: Please reach out to me, so we can setup the WhatsApp Groupchat today. Thanks 😁",just a call out to my team in data engineering please reach out to me so we can setup the whatsapp groupchat today thanks,"Just a call-out to my team in Data Engineering: Please reach out to me, so we can setup","Just a call-out to my team in Data Engineering: Please reach out to me, so we can setup",just a call out to my team in data engineering please reach out to me so we can setup,"['just', 'a', 'call', 'out', 'to', 'my', 'team', 'in', 'data', 'engineering', 'please', 'reach', 'out', 'to', 'me', 'so', 'we', 'can', 'setup']","['call', 'team', 'data', 'engineering', 'reach', 'setup']","['call', 'team', 'data', 'engin', 'reach', 'setup']","['call', 'team', 'data', 'engineering', 'reach', 'setup']",call team data engineering reach setup,0.34,Positive
2025-11-25 10:02:20,Martin Bratoi,"Just a call-out to my team in Data Engineering:
Please reach out to me, so we can setup the WhatsApp Groupchat today. Thanks 😁",2025-11-25,2025-11,Tuesday,10,Sender_038,False,"Just a call-out to my team in Data Engineering: Please reach out to me, so we can setup the WhatsApp Groupchat today. Thanks 😁",just a call out to my team in data engineering please reach out to me so we can setup the whatsapp groupchat today thanks,the WhatsApp Groupchat today.,the WhatsApp Groupchat today.,the whatsapp groupchat today,"['the', 'whatsapp', 'groupchat', 'today']","['whatsapp', 'groupchat', 'today']","['whatsapp', 'groupchat', 'today']","['whatsapp', 'groupchat', 'today']",whatsapp groupchat today,0.0,Neutral
2025-11-25 10:02:20,Martin Bratoi,"Just a call-out to my team in Data Engineering:
Please reach out to me, so we can setup the WhatsApp Groupchat today. Thanks 😁",2025-11-25,2025-11,Tuesday,10,Sender_038,False,"Just a call-out to my team in Data Engineering: Please reach out to me, so we can setup the WhatsApp Groupchat today. Thanks 😁",just a call out to my team in data engineering please reach out to me so we can setup the whatsapp groupchat today thanks,Thanks 😁,Thanks 😁,thanks,['thanks'],[],[],[],,0.4404,Positive
2025-12-01 12:58:46,Georgios Terzidis,"POLL:
What track did you pick
OPTION: Creative (3 votes)
OPTION: General (32 votes)",2025-12-01,2025-12,Monday,12,Sender_034,False,POLL: What track did you pick OPTION: Creative (3 votes) OPTION: General (32 votes),poll what track did you pick option creative votes option general votes,POLL: What track did you pick OPTION: Creative (3 votes) OPTION: General (32 votes),POLL: What track did you pick OPTION: Creative (3 votes) OPTION: General (32 votes),poll what track did you pick option creative votes option general votes,"['poll', 'what', 'track', 'did', 'you', 'pick', 'option', 'creative', 'votes', 'option', 'general', 'votes']","['poll', 'track', 'pick', 'option', 'creative', 'votes', 'option', 'general', 'votes']","['poll', 'track', 'pick', 'option', 'creativ', 'vote', 'option', 'gener', 'vote']","['poll', 'track', 'pick', 'option', 'creative', 'vote', 'option', 'general', 'vote']",poll track pick option creative vote option general vote,0.4404,Positive
2025-12-01 12:59:07,Georgios Terzidis,Trying to see if creative will happen,2025-12-01,2025-12,Monday,12,Sender_034,False,Trying to see if creative will happen,trying to see if creative will happen,Trying to see if creative will happen,Trying to see if creative will happen,trying to see if creative will happen,"['trying', 'to', 'see', 'if', 'creative', 'will', 'happen']","['trying', 'see', 'creative', 'happen']","['tri', 'see', 'creativ', 'happen']","['trying', 'see', 'creative', 'happen']",trying see creative happen,0.4404,Positive
2025-12-03 09:29:35,+91 83296 61608,"Hey,
Where is the lecture?",2025-12-03,2025-12,Wednesday,9,Sender_024,False,"Hey, Where is the lecture?",hey where is the lecture,"Hey, Where is the lecture?","Hey, Where is the lecture?",hey where is the lecture,"['hey', 'where', 'is', 'the', 'lecture']",['lecture'],['lectur'],['lecture'],lecture,0.0,Neutral
2025-12-03 09:30:16,+91 97668 14930,111,2025-12-03,2025-12,Wednesday,9,Sender_030,False,111,,111,111,,[],[],[],[],,0.0,Neutral
2025-12-03 09:31:32,+91 83296 61608,Okay,2025-12-03,2025-12,Wednesday,9,Sender_024,False,Okay,okay,Okay,Okay,okay,['okay'],[],[],[],,0.2263,Positive
2025-12-03 10:05:41,Haaris K Khalil,Guys attendance has opened,2025-12-03,2025-12,Wednesday,10,Sender_036,False,Guys attendance has opened,guys attendance has opened,Guys attendance has opened,Guys attendance has opened,guys attendance has opened,"['guys', 'attendance', 'has', 'opened']","['attendance', 'opened']","['attend', 'open']","['attendance', 'opened']",attendance opened,0.0,Neutral
2025-12-03 11:58:56,+91 75063 23383,https://github.com/binhvd/Data-Engineering-1/tree/main/sql,2025-12-03,2025-12,Wednesday,11,Sender_018,False,URL,url,URL,URL,url,['url'],['url'],['url'],['url'],url,0.0,Neutral
2025-12-03 11:59:02,+91 75063 23383,if anyone requires the path,2025-12-03,2025-12,Wednesday,11,Sender_018,False,if anyone requires the path,if anyone requires the path,if anyone requires the path,if anyone requires the path,if anyone requires the path,"['if', 'anyone', 'requires', 'the', 'path']","['requires', 'path']","['requir', 'path']","['requires', 'path']",requires path,0.0,Neutral
